,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year
607,Fabrício,Centre-Forward,28,4000000,Portugal,Liga NOS,Portimonense SC,Japan,J1 League,Urawa Red Diamonds,5000000,2018
608,Mathias Jensen,Central Midfield,22,1000000,Denmark,Superligaen Championship round,FC Nordsjaelland,Spain,LaLiga,Celta de Vigo,5000000,2018
609,Lenny Pintor,Left Winger,18,500k,France,Ligue 2,Stade Brestois 29,France,Ligue 1,Olympique Lyon,5000000,2018
610,Rubén Sobrino,Centre-Forward,26,3000000,Spain,LaLiga,Deportivo Alavés,Spain,LaLiga,Valencia CF,5000000,2018
611,Jonathan Ikoné,Right Winger,20,700k,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,LOSC Lille,5000000,2018
612,Florent Hadergjonaj,Right-Back,23,5000000,Germany,2. Bundesliga,FC Ingolstadt 04,England,Premier League,Huddersfield Town,5000000,2018
613,José Manuel Arnáiz,Left Winger,23,5000000,Spain,2ª B - Grupo III,FC Barcelona B,Spain,LaLiga,CD Leganés,5000000,2018
614,Kaveh Rezaei,Centre-Forward,26,4000000,Belgium,Jupiler Pro League,RSC Charleroi,Belgium,Jupiler Pro League,Club Brugge KV,5000000,2018
615,Moussa Wagué,Right-Back,19,3000000,Belgium,Jupiler Pro League,KAS Eupen,Spain,2ª B - Grupo III,FC Barcelona B,5000000,2018
616,Ignasi Miquel,Centre-Back,25,1000000,Spain,LaLiga 1|2|3,Málaga CF,Spain,LaLiga,Getafe CF,5000000,2018
617,Pietro Iemmello,Centre-Forward,26,2000000,Italy,Serie A,US Sassuolo,Italy,Serie B,Benevento Calcio,5000000,2018
618,Giangiacomo Magnani,Centre-Back,22,600k,Italy,Serie A,Juventus FC,Italy,Serie A,US Sassuolo,5000000,2018
619,Marc Muniesa,Centre-Back,26,2000000,England,Championship,Stoke City,Spain,LaLiga,Girona FC,5000000,2018
620,Johan Mojica,Left-Back,25,4000000,Spain,LaLiga,Rayo Vallecano,Spain,LaLiga,Girona FC,5000000,2018
621,Aderllan Santos,Centre-Back,29,2000000,Spain,LaLiga,Valencia CF,Saudi Arabia,Saudi Pro League,Al-Ahli Saudi FC,5000000,2018
622,Petros,Defensive Midfield,29,3000000,Brazil,Série A,São Paulo Futebol Clube,Saudi Arabia,Saudi Pro League,Al-Nassr FC,5000000,2018
623,Carlos Eduardo,Right Winger,21,2000000,Brazil,Série B,Goiás Esporte Clube,Egypt,Premier League,Pyramids FC,5000000,2018
624,Abdoulay Diaby,Right Winger,27,5000000,Belgium,Jupiler Pro League,Club Brugge KV,Portugal,Liga NOS,Sporting CP,4000000,2018
