,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,year,General_Position
2404,Tanguy Ndombélé,Central Midfield,25,30000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,SSC Napoli,500000,2022,Midfield
2405,Angeliño,Left-Back,25,30000000,Germany,Bundesliga,RB Leipzig,Germany,Bundesliga,TSG 1899 Hoffenheim,0,2022,Defense
2406,Morgan Gibbs-White,Attacking Midfield,22,11000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Nottingham Forest,29000000,2022,Midfield
2407,Renato Sanches,Central Midfield,24,28000000,France,Ligue 1,LOSC Lille,France,Ligue 1,Paris Saint-Germain,15000000,2022,Midfield
2408,Leander Dendoncker,Defensive Midfield,27,28000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Aston Villa,15000000,2022,Midfield
2409,Giacomo Raspadori,Second Striker,22,28000000,Italy,Serie A,US Sassuolo,Italy,Serie A,SSC Napoli,5000000,2022,Attack
2410,Hugo Ekitiké,Centre-Forward,20,28000000,France,Ligue 1,Stade Reims,France,Ligue 1,Paris Saint-Germain,0,2022,Attack
2411,Mohamed Camara,Defensive Midfield,22,27000000,Austria,Bundesliga,Red Bull Salzburg,Monaco,Ligue 1,AS Monaco,15000000,2022,Midfield
2412,Xaver Schlager,Central Midfield,24,27000000,Germany,Bundesliga,VfL Wolfsburg,Germany,Bundesliga,RB Leipzig,12000000,2022,Midfield
2413,Denis Zakaria,Defensive Midfield,25,27000000,Italy,Serie A,Juventus FC,England,Premier League,Chelsea FC,3000000,2022,Midfield
2414,David Raum,Left-Back,24,20000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Germany,Bundesliga,RB Leipzig,26000000,2022,Defense
2415,Luis Sinisterra,Left Winger,23,25000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,Leeds United,25000000,2022,Attack
2416,Jakub Kiwior,Centre-Back,22,8000000,Italy,Serie A,Spezia Calcio,England,Premier League,Arsenal FC,25000000,2022,Defense
2417,Kamaldeen Sulemana,Left Winger,20,18000000,France,Ligue 1,Stade Rennais FC,England,Premier League,Southampton FC,25000000,2022,Attack
2418,Merih Demiral,Centre-Back,24,25000000,Italy,Serie A,Juventus FC,Italy,Serie A,Atalanta BC,21000000,2022,Defense
2419,João Palhinha,Defensive Midfield,26,25000000,Portugal,Others,Sporting CP,England,Premier League,Fulham FC,20000000,2022,Midfield
2420,Danilo,Defensive Midfield,21,25000000,Brazil,Others,Sociedade Esportiva Palmeiras,England,Premier League,Nottingham Forest,20000000,2022,Midfield
2421,Sasa Kalajdzic,Centre-Forward,25,25000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Wolverhampton Wanderers,18000000,2022,Attack
2422,Mattéo Guendouzi,Central Midfield,23,25000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Marseille,11000000,2022,Midfield
2423,Pedro Porro,Right-Back,22,25000000,England,Premier League,Manchester City,Portugal,Others,Sporting CP,8000000,2022,Defense
2424,Raúl de Tomás,Centre-Forward,27,25000000,Spain,LaLiga,RCD Espanyol Barcelona,Spain,LaLiga,Rayo Vallecano,8000000,2022,Attack
2425,Pedro Porro,Right-Back,23,25000000,Portugal,Others,Sporting CP,England,Premier League,Tottenham Hotspur,5000000,2022,Defense
2426,Lucas Ocampos,Left Winger,28,25000000,Spain,LaLiga,Sevilla FC,Netherlands,Others,Ajax Amsterdam,4000000,2022,Attack
2427,Lorenzo Insigne,Left Winger,31,25000000,Italy,Serie A,SSC Napoli,Canada,Others,Toronto FC,0,2022,Attack
2428,Boubacar Kamara,Defensive Midfield,22,25000000,France,Ligue 1,Olympique Marseille,England,Premier League,Aston Villa,0,2022,Midfield
2429,Conor Coady,Centre-Back,29,25000000,England,Premier League,Wolverhampton Wanderers,England,Premier League,Everton FC,0,2022,Defense
2430,Nicolas Pépé,Right Winger,27,25000000,England,Premier League,Arsenal FC,France,Ligue 1,OGC Nice,0,2022,Attack
2431,Callum Hudson-Odoi,Left Winger,21,25000000,England,Premier League,Chelsea FC,Germany,Bundesliga,Bayer 04 Leverkusen,0,2022,Attack
2432,Sergio Reguilón,Left-Back,25,25000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Atlético de Madrid,0,2022,Defense
2433,Nathan Collins,Centre-Back,21,10000000,England,Others,Burnley FC,England,Premier League,Wolverhampton Wanderers,24000000,2022,Defense
2434,Filip Kostić,Left Midfield,29,24000000,Germany,Bundesliga,Eintracht Frankfurt,Italy,Serie A,Juventus FC,13000000,2022,Midfield
2435,Joaquín Correa,Second Striker,27,23000000,Italy,Serie A,SS Lazio,Italy,Serie A,Inter Milan,23000000,2022,Attack
2436,Calvin Bassey,Centre-Back,22,10000000,Scotland,Others,Rangers FC,Netherlands,Others,Ajax Amsterdam,23000000,2022,Defense
2437,Ilya Zabarnyi,Centre-Back,20,15000000,Ukraine,Others,Dynamo Kyiv,England,Premier League,AFC Bournemouth,22000000,2022,Defense
2438,Jérémie Boga,Left Winger,25,19000000,Italy,Serie A,US Sassuolo,Italy,Serie A,Atalanta BC,22000000,2022,Attack
2439,Sofiane Diop,Left Winger,22,20000000,Monaco,Ligue 1,AS Monaco,France,Ligue 1,OGC Nice,22000000,2022,Attack
2440,Thilo Kehrer,Centre-Back,25,22000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,West Ham United,12000000,2022,Defense
2441,Cengiz Ünder,Right Winger,24,22000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,8000000,2022,Attack
2442,Viktor Tsygankov,Right Winger,25,22000000,Ukraine,Others,Dynamo Kyiv,Spain,LaLiga,Girona FC,5000000,2022,Attack
2443,James Tarkowski,Centre-Back,29,22000000,England,Others,Burnley FC,England,Premier League,Everton FC,0,2022,Defense
2444,Giovani Lo Celso,Central Midfield,26,22000000,England,Premier League,Tottenham Hotspur,Spain,LaLiga,Villarreal CF,0,2022,Midfield
2445,Julian Weigl,Defensive Midfield,26,22000000,Portugal,Others,SL Benfica,Germany,Bundesliga,Borussia Mönchengladbach,0,2022,Midfield
2446,Jan Bednarek,Centre-Back,26,22000000,England,Premier League,Southampton FC,England,Premier League,Aston Villa,0,2022,Defense
2447,Mauro Icardi,Centre-Forward,29,22000000,France,Ligue 1,Paris Saint-Germain,Turkey,Others,Galatasaray,0,2022,Attack
2448,Hamed Junior Traorè,Attacking Midfield,22,22000000,Italy,Serie A,US Sassuolo,England,Premier League,AFC Bournemouth,0,2022,Midfield
2449,Weston McKennie,Central Midfield,24,21000000,Italy,Serie A,Juventus FC,England,Premier League,Leeds United,1000000,2022,Midfield
2450,Maxwel Cornet,Left Winger,25,15000000,England,Others,Burnley FC,England,Premier League,West Ham United,20000000,2022,Attack
2451,Taiwo Awoniyi,Centre-Forward,24,20000000,Germany,Bundesliga,1.FC Union Berlin,England,Premier League,Nottingham Forest,20000000,2022,Attack
2452,David Carmo,Centre-Back,22,15000000,Portugal,Others,SC Braga,Portugal,Others,FC Porto,20000000,2022,Defense
2453,Philippe Coutinho,Left Winger,30,20000000,Spain,LaLiga,FC Barcelona,England,Premier League,Aston Villa,20000000,2022,Attack
2454,Neco Williams,Right-Back,21,8000000,England,Premier League,Liverpool FC,England,Premier League,Nottingham Forest,20000000,2022,Defense
2455,Mathys Tel,Centre-Forward,17,2000000,France,Ligue 1,Stade Rennais FC,Germany,Bundesliga,Bayern Munich,20000000,2022,Attack
2456,Nahuel Molina,Right-Back,24,20000000,Italy,Serie A,Udinese Calcio,Spain,LaLiga,Atlético de Madrid,20000000,2022,Defense
2457,Arnaud Kalimuendo,Centre-Forward,20,18000000,France,Ligue 1,Paris Saint-Germain,France,Ligue 1,Stade Rennais FC,20000000,2022,Attack
2458,Umar Sadiq,Centre-Forward,25,18000000,Spain,LaLiga,UD Almería,Spain,LaLiga,Real Sociedad,20000000,2022,Attack
2459,Pervis Estupiñán,Left-Back,24,20000000,Spain,LaLiga,Villarreal CF,England,Premier League,Brighton & Hove Albion,17000000,2022,Defense
2460,David Neres,Right Winger,25,20000000,Ukraine,Others,Shakhtar Donetsk,Portugal,Others,SL Benfica,15000000,2022,Attack
2461,Dodô,Right-Back,23,20000000,Ukraine,Others,Shakhtar Donetsk,Italy,Serie A,ACF Fiorentina,14000000,2022,Defense
2462,Álex Moreno,Left-Back,29,20000000,Spain,LaLiga,Real Betis Balompié,England,Premier League,Aston Villa,13000000,2022,Defense
2463,Adam Hlozek,Centre-Forward,19,20000000,Czech Republic,Others,AC Sparta Prague,Germany,Bundesliga,Bayer 04 Leverkusen,13000000,2022,Attack
2464,Nordi Mukiele,Right-Back,24,20000000,Germany,Bundesliga,RB Leipzig,France,Ligue 1,Paris Saint-Germain,12000000,2022,Defense
2465,Remo Freuler,Central Midfield,30,20000000,Italy,Serie A,Atalanta BC,England,Premier League,Nottingham Forest,9000000,2022,Midfield
2466,Lucas Torreira,Defensive Midfield,26,20000000,England,Premier League,Arsenal FC,Turkey,Others,Galatasaray,6000000,2022,Midfield
2467,Pablo Sarabia,Right Winger,30,20000000,France,Ligue 1,Paris Saint-Germain,England,Premier League,Wolverhampton Wanderers,5000000,2022,Attack
2468,Trincão,Right Winger,22,20000000,Spain,LaLiga,FC Barcelona,Portugal,Others,Sporting CP,3000000,2022,Attack
2469,Memphis Depay,Centre-Forward,28,20000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Atlético de Madrid,3000000,2022,Attack
2470,Antonin Barak,Attacking Midfield,27,20000000,Italy,Serie A,Hellas Verona,Italy,Serie A,ACF Fiorentina,1000000,2022,Midfield
2471,Noussair Mazraoui,Right-Back,24,20000000,Netherlands,Others,Ajax Amsterdam,Germany,Bundesliga,Bayern Munich,0,2022,Defense
2472,Christian Eriksen,Central Midfield,30,20000000,England,Premier League,Brentford FC,England,Premier League,Manchester United,0,2022,Midfield
2473,Andrea Pinamonti,Centre-Forward,23,20000000,Italy,Serie A,Inter Milan,Italy,Serie A,US Sassuolo,0,2022,Attack
2474,Nico González,Central Midfield,20,20000000,Spain,LaLiga,FC Barcelona,Spain,LaLiga,Valencia CF,0,2022,Midfield
2475,Andrea Belotti,Centre-Forward,28,20000000,Italy,Serie A,Torino FC,Italy,Serie A,AS Roma,0,2022,Attack
2476,Héctor Bellerín,Right-Back,27,20000000,England,Premier League,Arsenal FC,Spain,LaLiga,FC Barcelona,0,2022,Defense
2477,Matheus Cunha,Centre-Forward,23,20000000,Spain,LaLiga,Atlético de Madrid,England,Premier League,Wolverhampton Wanderers,0,2022,Attack
2478,Marcel Sabitzer,Central Midfield,28,20000000,Germany,Bundesliga,Bayern Munich,England,Premier League,Manchester United,0,2022,Midfield
2479,Keane Lewis-Potter,Left Winger,21,12000000,England,Others,Hull City,England,Premier League,Brentford FC,19000000,2022,Attack
2480,Arthur Theate,Centre-Back,22,15000000,Italy,Serie A,Bologna FC 1909,France,Ligue 1,Stade Rennais FC,19000000,2022,Defense
2481,Hassane Kamara,Left-Back,28,4000000,England,Others,Watford FC,Italy,Serie A,Udinese Calcio,19000000,2022,Defense
2482,João Gomes,Central Midfield,21,15000000,Brazil,Others,CR Flamengo,England,Premier League,Wolverhampton Wanderers,18000000,2022,Midfield
2483,Min-jae Kim,Centre-Back,25,14000000,Turkey,Others,Fenerbahce,Italy,Serie A,SSC Napoli,18000000,2022,Defense
2484,Carney Chukwuemeka,Central Midfield,18,6000000,England,Premier League,Aston Villa,England,Premier League,Chelsea FC,18000000,2022,Midfield
2485,Destiny Udogie,Left-Back,19,17000000,Italy,Serie A,Udinese Calcio,England,Premier League,Tottenham Hotspur,18000000,2022,Defense
2486,Paul Onuachu,Centre-Forward,28,15000000,Belgium,Others,KRC Genk,England,Premier League,Southampton FC,18000000,2022,Attack
2487,Dwight McNeil,Left Winger,22,18000000,England,Others,Burnley FC,England,Premier League,Everton FC,17000000,2022,Attack
2488,Aaron Hickey,Left-Back,20,18000000,Italy,Serie A,Bologna FC 1909,England,Premier League,Brentford FC,16000000,2022,Defense
2489,Gaëtan Laborde,Centre-Forward,28,18000000,France,Ligue 1,Stade Rennais FC,France,Ligue 1,OGC Nice,15000000,2022,Attack
2490,Gerson,Central Midfield,25,18000000,France,Ligue 1,Olympique Marseille,Brazil,Others,CR Flamengo,15000000,2022,Midfield
2491,Brais Méndez,Attacking Midfield,25,18000000,Spain,LaLiga,Celta de Vigo,Spain,LaLiga,Real Sociedad,14000000,2022,Midfield
2492,Neal Maupay,Centre-Forward,26,18000000,England,Premier League,Brighton & Hove Albion,England,Premier League,Everton FC,11000000,2022,Attack
2493,Moussa Niakhaté,Centre-Back,26,18000000,Germany,Bundesliga,1.FSV Mainz 05,England,Premier League,Nottingham Forest,10000000,2022,Defense
2494,Mattia Zaccagni,Left Winger,27,18000000,Italy,Serie A,Hellas Verona,Italy,Serie A,SS Lazio,7000000,2022,Attack
2495,Zeki Celik,Right-Back,25,18000000,France,Ligue 1,LOSC Lille,Italy,Serie A,AS Roma,7000000,2022,Defense
2496,Arthur Melo,Central Midfield,26,18000000,Italy,Serie A,Juventus FC,England,Premier League,Liverpool FC,4000000,2022,Midfield
2497,Julian Draxler,Left Winger,28,18000000,France,Ligue 1,Paris Saint-Germain,Portugal,Others,SL Benfica,2000000,2022,Attack
2498,Abdou Diallo,Centre-Back,26,18000000,France,Ligue 1,Paris Saint-Germain,Germany,Bundesliga,RB Leipzig,1000000,2022,Defense
2499,Matthias Ginter,Centre-Back,28,18000000,Germany,Bundesliga,Borussia Mönchengladbach,Germany,Bundesliga,SC Freiburg,0,2022,Defense
2500,Jesse Lingard,Attacking Midfield,29,18000000,England,Premier League,Manchester United,England,Premier League,Nottingham Forest,0,2022,Midfield
2501,Dean Henderson,Goalkeeper,25,18000000,England,Premier League,Manchester United,England,Premier League,Nottingham Forest,0,2022,Goalkeeper
2502,Alex Telles,Left-Back,29,18000000,England,Premier League,Manchester United,Spain,LaLiga,Sevilla FC,0,2022,Defense
2503,Georginio Wijnaldum,Central Midfield,31,18000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,AS Roma,0,2022,Midfield
2504,Sergiño Dest,Right-Back,21,18000000,Spain,LaLiga,FC Barcelona,Italy,Serie A,AC Milan,0,2022,Defense
2505,André Gomes,Central Midfield,29,18000000,England,Premier League,Everton FC,France,Ligue 1,LOSC Lille,0,2022,Midfield
2506,Daniel James,Right Winger,24,18000000,England,Premier League,Leeds United,England,Premier League,Fulham FC,0,2022,Attack
2507,Nathan Redmond,Left Winger,28,18000000,England,Premier League,Southampton FC,Turkey,Others,Besiktas JK,0,2022,Attack
2508,Ruslan Malinovskyi,Attacking Midfield,29,18000000,Italy,Serie A,Atalanta BC,France,Ligue 1,Olympique Marseille,0,2022,Midfield
2509,Issa Diop,Centre-Back,25,10000000,England,Premier League,West Ham United,England,Premier League,Fulham FC,17000000,2022,Defense
2510,Matt Targett,Left-Back,26,17000000,England,Premier League,Aston Villa,England,Premier League,Newcastle United,17000000,2022,Defense
2511,Tyler Adams,Defensive Midfield,23,17000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Leeds United,17000000,2022,Midfield
2512,Wout Faes,Centre-Back,24,10000000,France,Ligue 1,Stade Reims,England,Premier League,Leicester City,17000000,2022,Defense
2513,Harry Souttar,Centre-Back,24,6000000,England,Others,Stoke City,England,Premier League,Leicester City,17000000,2022,Defense
2514,Tyrell Malacia,Left-Back,22,17000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,Manchester United,15000000,2022,Defense
2515,Marcos Senesi,Centre-Back,25,17000000,Netherlands,Others,Feyenoord Rotterdam,England,Premier League,AFC Bournemouth,15000000,2022,Defense
2516,Jordan Veretout,Defensive Midfield,29,17000000,Italy,Serie A,AS Roma,France,Ligue 1,Olympique Marseille,11000000,2022,Midfield
2517,Giovanni Simeone,Centre-Forward,26,17000000,Italy,Others,Cagliari Calcio,Italy,Serie A,Hellas Verona,10000000,2022,Attack
2518,Destiny Udogie,Left-Back,19,17000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Udinese Calcio,4000000,2022,Defense
2519,Giovanni Simeone,Centre-Forward,27,17000000,Italy,Serie A,Hellas Verona,Italy,Serie A,SSC Napoli,3000000,2022,Attack
2520,Yusuf Yazici,Attacking Midfield,25,17000000,France,Ligue 1,LOSC Lille,Turkey,Others,Trabzonspor,500000,2022,Midfield
2521,Alessio Romagnoli,Centre-Back,27,17000000,Italy,Serie A,AC Milan,Italy,Serie A,SS Lazio,0,2022,Defense
2522,Chancel Mbemba,Centre-Back,27,17000000,Portugal,Others,FC Porto,France,Ligue 1,Olympique Marseille,0,2022,Defense
2523,Destiny Udogie,Left-Back,19,17000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,Udinese Calcio,0,2022,Defense
2524,Leandro Paredes,Defensive Midfield,28,17000000,France,Ligue 1,Paris Saint-Germain,Italy,Serie A,Juventus FC,0,2022,Midfield
2525,Kasper Dolberg,Centre-Forward,24,17000000,France,Ligue 1,OGC Nice,Spain,LaLiga,Sevilla FC,0,2022,Attack
2526,Hee-chan Hwang,Centre-Forward,26,16000000,Germany,Bundesliga,RB Leipzig,England,Premier League,Wolverhampton Wanderers,16000000,2022,Attack
2527,Jhon Durán,Centre-Forward,19,6000000,United States,Others,Chicago Fire FC,England,Premier League,Aston Villa,16000000,2022,Attack
2528,Mathías Olivera,Left-Back,24,15000000,Spain,LaLiga,Getafe CF,Italy,Serie A,SSC Napoli,16000000,2022,Defense
2529,Brian Brobbey,Centre-Forward,20,9000000,Germany,Bundesliga,RB Leipzig,Netherlands,Others,Ajax Amsterdam,16000000,2022,Attack
2530,Georginio Rutter,Centre-Forward,20,16000000,Germany,Bundesliga,TSG 1899 Hoffenheim,England,Premier League,Leeds United,28000000,2022,Attack
2531,Tanguy Nianzou,Centre-Back,20,9000000,Germany,Bundesliga,Bayern Munich,Spain,LaLiga,Sevilla FC,16000000,2022,Defense
2532,Danny Ings,Centre-Forward,30,16000000,England,Premier League,Aston Villa,England,Premier League,West Ham United,12000000,2022,Attack
2533,St. Juste,Centre-Back,25,16000000,Germany,Bundesliga,1.FSV Mainz 05,Portugal,Others,Sporting CP,10000000,2022,Defense
2534,Arkadiusz Milik,Centre-Forward,28,16000000,Italy,Serie A,SSC Napoli,France,Ligue 1,Olympique Marseille,8000000,2022,Attack
2535,Duje Caleta-Car,Centre-Back,25,16000000,France,Ligue 1,Olympique Marseille,England,Premier League,Southampton FC,8000000,2022,Defense
2536,Matteo Pessina,Central Midfield,25,16000000,Italy,Serie A,Atalanta BC,Italy,Serie A,AC Monza,3000000,2022,Midfield
2537,Arkadiusz Milik,Centre-Forward,28,16000000,France,Ligue 1,Olympique Marseille,Italy,Serie A,Juventus FC,750000,2022,Attack
2538,Randal Kolo Muani,Centre-Forward,23,16000000,France,Ligue 1,FC Nantes,Germany,Bundesliga,Eintracht Frankfurt,0,2022,Attack
2539,Luiz Felipe,Centre-Back,25,16000000,Italy,Serie A,SS Lazio,Spain,LaLiga,Real Betis Balompié,0,2022,Defense
2540,Luka Jović,Centre-Forward,24,16000000,Spain,LaLiga,Real Madrid,Italy,Serie A,ACF Fiorentina,0,2022,Attack
2541,Bertrand Traoré,Right Winger,26,16000000,England,Premier League,Aston Villa,Turkey,Others,Basaksehir FK,0,2022,Attack
2542,Dele Alli,Attacking Midfield,26,16000000,England,Premier League,Everton FC,Turkey,Others,Besiktas JK,0,2022,Midfield
2543,Diadié Samassékou,Defensive Midfield,26,16000000,Germany,Bundesliga,TSG 1899 Hoffenheim,Greece,Others,Olympiacos Piraeus,0,2022,Midfield
2544,Yuri Alberto,Centre-Forward,21,16000000,Russia,Others,Zenit St. Petersburg,Brazil,Others,Sport Club Corinthians Paulista,0,2022,Attack
2545,Cheick Doucouré,Defensive Midfield,22,15000000,France,Ligue 1,RC Lens,England,Premier League,Crystal Palace,22000000,2022,Midfield
2546,Roman Yaremchuk,Centre-Forward,26,15000000,Portugal,Others,SL Benfica,Belgium,Others,Club Brugge KV,17000000,2022,Attack
2547,Takumi Minamino,Left Winger,27,12000000,England,Premier League,Liverpool FC,Monaco,Ligue 1,AS Monaco,15000000,2022,Attack
2548,Mikkel Damsgaard,Left Winger,22,15000000,Italy,Serie A,UC Sampdoria,England,Premier League,Brentford FC,15000000,2022,Attack
2549,Cesare Casadei,Central Midfield,19,1000000,Italy,Others,Inter Milan Primavera,England,Others,Chelsea FC U21,15000000,2022,Midfield
2550,Éverton,Left Winger,26,15000000,Portugal,Others,SL Benfica,Brazil,Others,CR Flamengo,14000000,2022,Attack
2551,Rasmus Kristensen,Right-Back,24,15000000,Austria,Bundesliga,Red Bull Salzburg,England,Premier League,Leeds United,13000000,2022,Defense
2552,Orel Mangala,Central Midfield,24,15000000,Germany,Bundesliga,VfB Stuttgart,England,Premier League,Nottingham Forest,13000000,2022,Midfield
2553,Breel Embolo,Centre-Forward,25,15000000,Germany,Bundesliga,Borussia Mönchengladbach,Monaco,Ligue 1,AS Monaco,12000000,2022,Attack
2554,Pierre-Emerick Aubameyang,Centre-Forward,33,15000000,Spain,LaLiga,FC Barcelona,England,Premier League,Chelsea FC,12000000,2022,Attack
2555,Khvicha Kvaratskhelia,Left Winger,21,15000000,Georgia,Others,Dinamo Batumi,Italy,Serie A,SSC Napoli,11000000,2022,Attack
2556,Nick Pope,Goalkeeper,30,15000000,England,Others,Burnley FC,England,Premier League,Newcastle United,11000000,2022,Goalkeeper
2557,Momo Cho,Centre-Forward,18,15000000,France,Ligue 1,Angers SCO,Spain,LaLiga,Real Sociedad,11000000,2022,Attack
2558,Mattias Svanberg,Central Midfield,23,15000000,Italy,Serie A,Bologna FC 1909,Germany,Bundesliga,VfL Wolfsburg,9000000,2022,Midfield
2559,Azzedine Ounahi,Central Midfield,22,15000000,France,Ligue 1,Angers SCO,France,Ligue 1,Olympique Marseille,8000000,2022,Midfield
2560,Jonathan Clauss,Right-Back,29,15000000,France,Ligue 1,RC Lens,France,Ligue 1,Olympique Marseille,7000000,2022,Defense
2561,Arthur Theate,Centre-Back,22,15000000,Belgium,Others,KV Oostende,Italy,Serie A,Bologna FC 1909,6000000,2022,Defense
2562,Konstantinos Mavropanos,Centre-Back,24,15000000,England,Premier League,Arsenal FC,Germany,Bundesliga,VfB Stuttgart,3000000,2022,Defense
2563,Terem Moffi,Centre-Forward,23,15000000,France,Ligue 1,FC Lorient,France,Ligue 1,OGC Nice,2000000,2022,Attack
2564,Héctor Bellerín,Right-Back,27,15000000,Spain,LaLiga,FC Barcelona,Portugal,Others,Sporting CP,1000000,2022,Defense
2565,Alexandre Lacazette,Centre-Forward,31,15000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Lyon,0,2022,Attack
2566,Corentin Tolisso,Central Midfield,27,15000000,Germany,Bundesliga,Bayern Munich,France,Ligue 1,Olympique Lyon,0,2022,Midfield
2567,Fábio Silva,Centre-Forward,20,15000000,England,Premier League,Wolverhampton Wanderers,Belgium,Others,RSC Anderlecht,0,2022,Attack
2568,Nuno Tavares,Left-Back,22,15000000,England,Premier League,Arsenal FC,France,Ligue 1,Olympique Marseille,0,2022,Defense
2569,Harry Winks,Defensive Midfield,26,15000000,England,Premier League,Tottenham Hotspur,Italy,Serie A,UC Sampdoria,0,2022,Midfield
2570,Amad Diallo,Right Winger,20,15000000,England,Premier League,Manchester United,England,Others,Sunderland AFC,0,2022,Attack
2571,Justin Kluivert,Left Winger,23,15000000,Italy,Serie A,AS Roma,Spain,LaLiga,Valencia CF,0,2022,Attack
2572,Albert Sambi Lokonga,Central Midfield,23,15000000,England,Premier League,Arsenal FC,England,Premier League,Crystal Palace,0,2022,Midfield
2573,Emmanuel Dennis,Centre-Forward,24,14000000,England,Others,Watford FC,England,Premier League,Nottingham Forest,14000000,2022,Attack
2574,Djed Spence,Right-Back,21,8000000,England,Others,Middlesbrough FC,England,Premier League,Tottenham Hotspur,14000000,2022,Defense
2575,Diego Rossi,Left Winger,24,14000000,United States,Others,Los Angeles FC,Turkey,Others,Fenerbahce,5000000,2022,Attack
2576,Emerson,Left-Back,28,14000000,England,Premier League,Chelsea FC,England,Premier League,West Ham United,15000000,2022,Defense
2577,Gavin Bazunu,Goalkeeper,20,5000000,England,Others,Manchester City U21,England,Premier League,Southampton FC,14000000,2022,Goalkeeper
2578,Mohamed Bayo,Centre-Forward,24,12000000,France,Ligue 1,Clermont Foot 63,France,Ligue 1,LOSC Lille,14000000,2022,Attack
2579,Victor Kristiansen,Left-Back,20,4000000,Denmark,Others,FC Copenhagen,England,Premier League,Leicester City,14000000,2022,Defense
2580,Marcão,Centre-Back,26,14000000,Turkey,Others,Galatasaray,Spain,LaLiga,Sevilla FC,12000000,2022,Defense
2581,Wout Weghorst,Centre-Forward,30,14000000,England,Others,Burnley FC,England,Premier League,Manchester United,2000000,2022,Attack
2582,Sebastian Szymanski,Attacking Midfield,23,14000000,Russia,Others,Dynamo Moscow,Netherlands,Others,Feyenoord Rotterdam,2000000,2022,Midfield
2583,Wout Weghorst,Centre-Forward,29,14000000,England,Others,Burnley FC,Turkey,Others,Besiktas JK,0,2022,Attack
2584,Walter Benítez,Goalkeeper,29,14000000,France,Ligue 1,OGC Nice,Netherlands,Others,PSV Eindhoven,0,2022,Goalkeeper
2585,Kayky,Right Winger,19,14000000,England,Others,Manchester City U21,Portugal,Others,FC Paços de Ferreira,0,2022,Attack
2586,Yangel Herrera,Central Midfield,24,14000000,England,Premier League,Manchester City,Spain,LaLiga,Girona FC,0,2022,Midfield
2587,Jason Denayer,Centre-Back,27,14000000,France,Ligue 1,Olympique Lyon,United Arab Emirates,Others,FC Shabab Al-Ahli Dubai,0,2022,Defense
2588,Carlos Alcaraz,Central Midfield,20,8000000,Argentina,Others,Racing Club,England,Premier League,Southampton FC,13000000,2022,Midfield
2589,Éderson,Central Midfield,22,13000000,Italy,Serie A,US Salernitana 1919,Italy,Serie A,Atalanta BC,21000000,2022,Midfield
2590,Sékou Mara,Centre-Forward,19,3000000,France,Others,FC Girondins Bordeaux,England,Premier League,Southampton FC,13000000,2022,Attack
2591,Sergio Gómez,Left-Back,21,10000000,Belgium,Others,RSC Anderlecht,England,Premier League,Manchester City,13000000,2022,Defense
2592,Fredrik Aursnes,Defensive Midfield,26,12000000,Netherlands,Others,Feyenoord Rotterdam,Portugal,Others,SL Benfica,13000000,2022,Midfield
2593,Lucas Gourna-Douath,Defensive Midfield,18,10000000,France,Others,AS Saint-Étienne,Austria,Bundesliga,Red Bull Salzburg,13000000,2022,Midfield
2594,Mattia Viti,Centre-Back,20,7000000,Italy,Serie A,FC Empoli,France,Ligue 1,OGC Nice,13000000,2022,Defense
2595,Sasa Lukic,Central Midfield,26,13000000,Italy,Serie A,Torino FC,England,Premier League,Fulham FC,9000000,2022,Midfield
2596,Salih Özcan,Defensive Midfield,24,13000000,Germany,Bundesliga,1. FC Köln,Germany,Bundesliga,Borussia Dortmund,5000000,2022,Midfield
2597,Djed Spence,Right-Back,22,13000000,England,Premier League,Tottenham Hotspur,France,Ligue 1,Stade Rennais FC,0,2022,Defense
2598,Fábio Silva,Centre-Forward,20,13000000,England,Premier League,Wolverhampton Wanderers,Netherlands,Others,PSV Eindhoven,0,2022,Attack
2599,Ivan Ilić,Central Midfield,21,13000000,Italy,Serie A,Hellas Verona,Italy,Serie A,Torino FC,0,2022,Midfield
2600,James Rodríguez,Attacking Midfield,31,13000000,Qatar,Others,Al-Rayyan SC,Greece,Others,Olympiacos Piraeus,0,2022,Midfield
2601,Calvin Stengs,Right Winger,23,13000000,France,Ligue 1,OGC Nice,Belgium,Others,Royal Antwerp FC,0,2022,Attack
2602,Ethan Ampadu,Centre-Back,21,13000000,England,Premier League,Chelsea FC,Italy,Serie A,Spezia Calcio,0,2022,Defense
